building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 14.016701434535019, 6.367649262232614, 30.966330331633575, 55.47538967849264
10009, 11.01028048638153, 5.80928699600336, 16.69765805608604, 74.93466680068349
10014, 14.76009423643455, 7.028290843423581, 38.297265935139755, 52.74831538445879
10019, 14.75219175313747, 7.020491283113654, 38.191880041912086, 52.886542354604735
10029, 10.622508188742058, 6.312460561811111, 18.25563221896085, 74.51301795448481
10031, 12.518720991183892, 6.276144595273962, 24.080075420557996, 66.33473764841057
10051, 13.290568693587785, 5.999000745442376, 25.97693550756574, 62.84890553841633
10053, 11.374403533368802, 6.258990338763394, 19.957686882933707, 72.38848730606487
10056, 14.22156228947154, 6.1794045077543185, 31.770664359612127, 57.05454021123968
10064, 12.729579225705642, 6.964127503403578, 28.854589132358804, 62.675186492768844
10075, 15.17712319981736, 6.44334546715509, 39.29975267202544, 47.279392279833935
10079, 15.105831923572193, 7.310311159619338, 41.94066689251319, 49.388762522383004
10080, 15.788727905768031, 7.276695255676388, 46.42258819841091, 44.66988664752966
10082, 16.481817927787013, 6.706141219645528, 48.723152055379074, 40.47223934379593
10083, 15.642338056613623, 7.1206662339490965, 44.870436948965434, 45.874420061760624
10084, 15.103437404180209, 7.149927041471729, 40.92004216232495, 50.25146815238669
10085, 15.87201886727475, 7.191593636270213, 46.19291488551234, 44.711558809836205
10086, 14.401349605024498, 7.212646858776388, 37.29047849202513, 52.985983566940554
10087, 15.087660041744552, 7.268110485786864, 41.58125639989854, 49.843584131069925
10089, 14.005138326886952, 7.2688582943610704, 35.50778774954371, 56.30632760560983
10090, 14.292348986223814, 6.619899290262298, 36.6682123811732, 51.18710874101553
10093, 14.10777325827086, 6.563872903856072, 33.415299954503105, 56.39014667331066
10094, 14.207079018611717, 6.756749306693742, 35.406337218847476, 54.87878290373776
10097, 14.357997188117173, 6.864222068044872, 37.845159605718386, 51.274561002676414
10117, 15.467991377969012, 6.6825715532343, 44.13410625109789, 44.460337775101
10119, 14.089674182737749, 6.7517891686011495, 35.08520585130448, 54.69260543909918
10120, 15.282544148744204, 8.031762241511613, 46.168775716171105, 47.71627461636002
10124, 13.869198858446182, 7.03166503893032, 34.57151056426444, 56.046202963016114
10126, 13.400895221560917, 6.6359895145173065, 29.673490998941055, 61.073067419696436
10128, 17.42942852349295, 6.706558499486138, 56.04351758259297, 34.869926052029584
10136, 15.429839044852377, 7.273167383733226, 44.34338141516802, 46.86940789148467
10144, 12.118610615454026, 6.126212822314991, 21.841893859516993, 68.8482201134709
10145, 10.662937533667057, 5.891477173010236, 16.59074372844896, 75.26177596406313
10150, 14.964157995600226, 7.494034563459177, 41.2050516477199, 50.724180776292116
10161, 13.451501800401758, 7.029405189124996, 31.821653456440195, 59.45789982857822
10165, 13.055518070277657, 6.732036807735771, 29.071604938271605, 62.0477366255144
10167, 13.234493289218918, 6.813348934796285, 30.197673255775193, 60.84369478982633
10168, 13.195184804172143, 6.8997928359809775, 30.327255804676984, 60.48332142204198
10174, 16.608940831431973, 6.955983995108371, 49.54587088609365, 41.2128288852686
10176, 16.68236882666349, 6.842547771979847, 49.90124349737113, 40.574317745569864
